131010001,13101,飯田橋
131010002,13101,一番町
131010003,13101,岩本町
131010004,13101,内神田
131010005,13101,内幸町
131010006,13101,大手町
131010007,13101,鍛冶町
131010008,13101,霞が関
131010009,13101,神田相生町
131010010,13101,神田淡路町
131010011,13101,神田和泉町
131010012,13101,神田岩本町
131010013,13101,神田小川町
131010014,13101,神田鍛冶町
131010015,13101,神田北乗物町
131010016,13101,神田紺屋町
131010017,13101,神田佐久間河岸
131010018,13101,神田佐久間町
131010019,13101,神田神保町
131010020,13101,神田須田町
131010021,13101,神田駿河台
131010022,13101,神田多町
131010023,13101,神田司町
131010024,13101,神田富山町
131010025,13101,神田錦町
131010026,13101,神田西福田町
131010027,13101,神田練塀町
131010028,13101,神田花岡町
131010029,13101,神田東紺屋町
131010030,13101,神田東松下町
131010031,13101,神田平河町
131010032,13101,神田松永町
131010033,13101,神田美倉町
131010034,13101,神田美土代町
131010035,13101,紀尾井町
131010036,13101,北の丸公園
131010037,13101,九段北
131010038,13101,九段南
131010039,13101,皇居外苑
131010040,13101,麹町
131010041,13101,五番町
131010042,13101,猿楽町
131010043,13101,三番町
131010044,13101,外神田
131010045,13101,千代田
131010046,13101,永田町
131010047,13101,西神田
131010048,13101,二番町
131010049,13101,隼町
131010050,13101,東神田
131010051,13101,一ツ橋
131010052,13101,日比谷公園
131010053,13101,平河町
131010054,13101,富士見
131010055,13101,丸の内
131010056,13101,三崎町
131010057,13101,有楽町
131010058,13101,四番町
131010059,13101,六番町
131010060,13101,丸の内ＪＰタワー
131020001,13102,明石町
131020002,13102,入船
131020003,13102,勝どき
131020004,13102,京橋
131020005,13102,銀座
131020006,13102,新川
131020007,13102,新富
131020008,13102,築地
131020009,13102,月島
131020010,13102,佃
131020011,13102,豊海町
131020012,13102,日本橋
131020013,13102,日本橋大伝馬町
131020014,13102,日本橋蛎殻町
131020015,13102,日本橋兜町
131020016,13102,日本橋茅場町
131020017,13102,日本橋小網町
131020018,13102,日本橋小伝馬町
131020019,13102,日本橋小舟町
131020020,13102,日本橋富沢町
131020021,13102,日本橋中洲
131020022,13102,日本橋人形町
131020023,13102,日本橋馬喰町
131020024,13102,日本橋箱崎町
131020025,13102,日本橋浜町
131020026,13102,日本橋久松町
131020027,13102,日本橋堀留町
131020028,13102,日本橋本石町
131020029,13102,日本橋本町
131020030,13102,日本橋室町
131020031,13102,日本橋横山町
131020032,13102,八丁堀
131020033,13102,浜離宮庭園
131020034,13102,晴海
131020035,13102,東日本橋
131020036,13102,湊
131020037,13102,八重洲
131020038,13102,日本橋東京日本橋タワー
131030001,13103,赤坂
131030002,13103,麻布十番
131030003,13103,麻布台
131030004,13103,麻布永坂町
131030005,13103,麻布狸穴町
131030006,13103,愛宕
131030007,13103,海岸
131030008,13103,北青山
131030009,13103,港南
131030010,13103,芝
131030011,13103,芝浦
131030012,13103,芝公園
131030013,13103,芝大門
131030014,13103,白金
131030015,13103,白金台
131030016,13103,新橋
131030017,13103,台場
131030018,13103,高輪
131030019,13103,虎ノ門
131030020,13103,西麻布
131030021,13103,西新橋
131030022,13103,浜松町
131030023,13103,東麻布
131030024,13103,東新橋
131030025,13103,三田
131030026,13103,南青山
131030027,13103,南麻布
131030028,13103,元赤坂
131030029,13103,元麻布
131030030,13103,六本木
131030031,13103,虎ノ門虎ノ門ヒルズ森タワー
131030032,13103,六本木住友不動産六本木グランドタワー
131040001,13104,愛住町
131040002,13104,赤城下町
131040003,13104,赤城元町
131040004,13104,揚場町
131040005,13104,荒木町
131040006,13104,市谷加賀町
131040007,13104,市谷甲良町
131040008,13104,市谷砂土原町
131040009,13104,市谷左内町
131040010,13104,市谷台町
131040011,13104,市谷鷹匠町
131040012,13104,市谷田町
131040013,13104,市谷長延寺町
131040014,13104,市谷仲之町
131040015,13104,市谷八幡町
131040016,13104,市谷船河原町
131040017,13104,市谷本村町
131040018,13104,市谷薬王寺町
131040019,13104,市谷柳町
131040020,13104,市谷山伏町
131040021,13104,岩戸町
131040022,13104,榎町
131040023,13104,大久保
131040024,13104,改代町
131040025,13104,神楽河岸
131040026,13104,神楽坂
131040027,13104,霞ケ丘町
131040028,13104,片町
131040029,13104,歌舞伎町
131040030,13104,上落合
131040031,13104,河田町
131040032,13104,喜久井町
131040033,13104,北新宿
131040034,13104,北町
131040035,13104,北山伏町
131040036,13104,細工町
131040038,13104,左門町
131040039,13104,三栄町
131040040,13104,信濃町
131040041,13104,下落合
131040042,13104,下宮比町
131040043,13104,白銀町
131040044,13104,新小川町
131040045,13104,新宿
131040046,13104,水道町
131040047,13104,須賀町
131040048,13104,住吉町
131040049,13104,大京町
131040050,13104,高田馬場
131040051,13104,箪笥町
131040052,13104,築地町
131040053,13104,津久戸町
131040054,13104,筑土八幡町
131040055,13104,天神町
131040056,13104,戸塚町
131040057,13104,富久町
131040058,13104,戸山
131040059,13104,内藤町
131040060,13104,中井
131040061,13104,中落合
131040062,13104,中里町
131040063,13104,中町
131040064,13104,納戸町
131040065,13104,西落合
131040066,13104,西五軒町
131040067,13104,西新宿
131040068,13104,二十騎町
131040069,13104,西早稲田
131040070,13104,馬場下町
131040071,13104,払方町
131040072,13104,原町
131040073,13104,東榎町
131040074,13104,東五軒町
131040075,13104,百人町
131040076,13104,袋町
131040077,13104,舟町
131040078,13104,弁天町
131040079,13104,本塩町
131040080,13104,南榎町
131040081,13104,南町
131040082,13104,南元町
131040083,13104,南山伏町
131040084,13104,山吹町
131040085,13104,矢来町
131040086,13104,横寺町
131040087,13104,余丁町
131040088,13104,四谷
131040089,13104,若葉
131040090,13104,若松町
131040091,13104,若宮町
131040092,13104,早稲田鶴巻町
131040093,13104,早稲田町
131040094,13104,早稲田南町
131040095,13104,西新宿小田急第一生命ビル
131040096,13104,西新宿住友不動産新宿グランドタワー
131040097,13104,四谷坂町
131040097,13104,四谷坂町
131050001,13105,大塚
131050002,13105,音羽
131050003,13105,春日
131050004,13105,小石川
131050005,13105,後楽
131050006,13105,小日向
131050007,13105,水道
131050008,13105,関口
131050009,13105,千石
131050010,13105,千駄木
131050011,13105,西片
131050012,13105,根津
131050013,13105,白山
131050014,13105,本郷
131050015,13105,本駒込
131050016,13105,向丘
131050017,13105,目白台
131050018,13105,弥生
131050019,13105,湯島
131060001,13106,秋葉原
131060002,13106,浅草
131060003,13106,浅草橋
131060004,13106,池之端
131060005,13106,今戸
131060006,13106,入谷
131060007,13106,上野
131060008,13106,上野公園
131060009,13106,上野桜木
131060010,13106,雷門
131060011,13106,北上野
131060012,13106,清川
131060013,13106,蔵前
131060014,13106,小島
131060015,13106,寿
131060016,13106,駒形
131060017,13106,下谷
131060018,13106,千束
131060019,13106,台東
131060020,13106,鳥越
131060021,13106,西浅草
131060022,13106,日本堤
131060023,13106,根岸
131060024,13106,橋場
131060025,13106,花川戸
131060026,13106,東浅草
131060027,13106,東上野
131060028,13106,松が谷
131060029,13106,三筋
131060030,13106,三ノ輪
131060031,13106,元浅草
131060032,13106,谷中
131060033,13106,柳橋
131060034,13106,竜泉
131070001,13107,吾妻橋
131070002,13107,石原
131070003,13107,押上
131070004,13107,亀沢
131070005,13107,菊川
131070006,13107,京島
131070007,13107,錦糸
131070008,13107,江東橋
131070009,13107,墨田
131070010,13107,太平
131070011,13107,立花
131070012,13107,立川
131070013,13107,千歳
131070014,13107,堤通
131070015,13107,業平
131070016,13107,東駒形
131070017,13107,東墨田
131070018,13107,東向島
131070019,13107,文花
131070020,13107,本所
131070021,13107,緑
131070022,13107,向島
131070023,13107,八広
131070024,13107,横網
131070025,13107,横川
131070026,13107,両国
131080001,13108,青海
131080002,13108,有明
131080003,13108,石島
131080004,13108,海辺
131080005,13108,永代
131080006,13108,枝川
131080007,13108,越中島
131080008,13108,扇橋
131080009,13108,大島
131080010,13108,亀戸
131080011,13108,北砂
131080012,13108,木場
131080013,13108,清澄
131080014,13108,佐賀
131080015,13108,猿江
131080016,13108,塩浜
131080017,13108,潮見
131080018,13108,東雲
131080019,13108,白河
131080020,13108,新大橋
131080021,13108,新木場
131080022,13108,新砂
131080023,13108,住吉
131080024,13108,千石
131080025,13108,千田
131080026,13108,高橋
131080027,13108,辰巳
131080028,13108,中央防波堤
131080029,13108,東陽
131080030,13108,常盤
131080031,13108,富岡
131080032,13108,豊洲
131080033,13108,東砂
131080034,13108,平野
131080035,13108,深川
131080036,13108,福住
131080037,13108,冬木
131080038,13108,古石場
131080039,13108,牡丹
131080040,13108,南砂
131080041,13108,三好
131080042,13108,毛利
131080043,13108,森下
131080044,13108,門前仲町
131080045,13108,夢の島
131080046,13108,若洲
131090001,13109,荏原
131090002,13109,大井
131090003,13109,大崎
131090004,13109,勝島
131090005,13109,上大崎
131090006,13109,北品川
131090007,13109,小山
131090008,13109,小山台
131090009,13109,戸越
131090010,13109,中延
131090011,13109,西大井
131090012,13109,西五反田
131090013,13109,西品川
131090014,13109,西中延
131090015,13109,旗の台
131090016,13109,東大井
131090017,13109,東五反田
131090018,13109,東品川
131090019,13109,東中延
131090020,13109,東八潮
131090021,13109,平塚
131090022,13109,広町
131090023,13109,二葉
131090024,13109,南大井
131090025,13109,南品川
131090026,13109,八潮
131090027,13109,豊町
131100001,13110,青葉台
131100002,13110,大岡山
131100003,13110,大橋
131100004,13110,柿の木坂
131100005,13110,上目黒
131100006,13110,五本木
131100007,13110,駒場
131100008,13110,下目黒
131100009,13110,自由が丘
131100010,13110,洗足
131100011,13110,平町
131100012,13110,鷹番
131100013,13110,中央町
131100014,13110,中町
131100015,13110,中根
131100016,13110,中目黒
131100017,13110,原町
131100018,13110,東が丘
131100019,13110,東山
131100020,13110,碑文谷
131100021,13110,三田
131100022,13110,緑が丘
131100023,13110,南
131100024,13110,目黒
131100025,13110,目黒本町
131100026,13110,八雲
131100027,13110,祐天寺
131110001,13111,池上
131110002,13111,石川町
131110003,13111,鵜の木
131110004,13111,大森北
131110005,13111,大森中
131110006,13111,大森西
131110007,13111,大森東
131110008,13111,大森本町
131110009,13111,大森南
131110010,13111,蒲田
131110011,13111,蒲田本町
131110012,13111,上池台
131110013,13111,北糀谷
131110014,13111,北千束
131110015,13111,北馬込
131110016,13111,北嶺町
131110017,13111,久が原
131110018,13111,京浜島
131110019,13111,山王
131110020,13111,下丸子
131110021,13111,城南島
131110022,13111,昭和島
131110023,13111,新蒲田
131110024,13111,多摩川
131110025,13111,千鳥
131110026,13111,中央
131110027,13111,田園調布
131110028,13111,田園調布本町
131110029,13111,田園調布南
131110030,13111,東海
131110031,13111,仲池上
131110032,13111,中馬込
131110033,13111,仲六郷
131110034,13111,西蒲田
131110035,13111,西糀谷
131110036,13111,西馬込
131110037,13111,西嶺町
131110038,13111,西六郷
131110039,13111,萩中
131110040,13111,羽田
131110041,13111,羽田旭町
131110042,13111,羽田空港
131110043,13111,東蒲田
131110044,13111,東糀谷
131110045,13111,東馬込
131110046,13111,東嶺町
131110047,13111,東矢口
131110048,13111,東雪谷
131110049,13111,東六郷
131110050,13111,ふるさとの浜辺公園
131110051,13111,平和島
131110052,13111,平和の森公園
131110053,13111,本羽田
131110054,13111,南蒲田
131110055,13111,南久が原
131110056,13111,南千束
131110057,13111,南馬込
131110058,13111,南雪谷
131110059,13111,南六郷
131110060,13111,矢口
131110061,13111,雪谷大塚町
131120001,13112,赤堤
131120002,13112,池尻
131120003,13112,宇奈根
131120004,13112,梅丘
131120005,13112,大蔵
131120006,13112,大原
131120007,13112,岡本
131120008,13112,奥沢
131120009,13112,尾山台
131120010,13112,粕谷
131120011,13112,鎌田
131120012,13112,上馬
131120013,13112,上北沢
131120014,13112,上祖師谷
131120015,13112,上野毛
131120016,13112,上用賀
131120017,13112,北烏山
131120018,13112,北沢
131120019,13112,喜多見
131120020,13112,砧
131120021,13112,砧公園
131120022,13112,給田
131120023,13112,経堂
131120024,13112,豪徳寺
131120025,13112,駒沢
131120026,13112,駒沢公園
131120027,13112,桜
131120028,13112,桜丘
131120029,13112,桜上水
131120030,13112,桜新町
131120031,13112,三軒茶屋
131120032,13112,下馬
131120033,13112,新町
131120034,13112,成城
131120035,13112,瀬田
131120036,13112,世田谷
131120037,13112,祖師谷
131120038,13112,代沢
131120039,13112,太子堂
131120040,13112,代田
131120041,13112,玉川
131120042,13112,玉川台
131120043,13112,玉川田園調布
131120044,13112,玉堤
131120045,13112,千歳台
131120046,13112,弦巻
131120047,13112,等々力
131120048,13112,中町
131120049,13112,野毛
